2.338088178239974141e-02,2.415895846818838164e-02,3.320549490396798803e-04
2.756078301224672289e-02,2.881408363926819816e-02,5.231161662226311562e-04
4.108573226563157210e-02,4.198955807889842573e-02,1.747639177318227534e-04
5.395956077997621919e-02,5.530415595102634863e-02,1.377139487612759512e-03
5.654020357760305288e-02,5.702570640565173682e-02,1.715620655916364140e-03
6.086358110265006199e-02,6.135623464501104712e-02,3.575077609769459173e-04
8.706233968145496438e-02,8.706641350816678171e-02,2.090882112897261055e-03
1.123784560187909565e-01,1.128676693521065699e-01,2.688070582622129230e-03
1.127686581009361838e-01,1.158164868195070696e-01,6.761563135874894400e-04
1.215659383481226818e-01,1.225926173138712355e-01,3.763027624013396679e-04
1.312621759643975428e-01,1.332701812081426296e-01,8.022395550461018654e-03
1.315309060016344178e-01,1.358285754391299893e-01,8.710850516056150086e-03
2.026111890379273250e-01,2.051189832540735447e-01,1.754073742743305318e-03
2.240962515389307574e-01,2.242128902856242167e-01,9.435528069073353908e-04
2.264338710624262396e-01,2.275781668222361109e-01,2.147083111220879879e-03
2.321509642242792215e-01,2.348785300505769613e-01,7.982926188934666737e-04
2.491338423449723782e-01,2.491587570004771823e-01,2.923497859493712908e-03
2.631465018284187551e-01,2.641513120643542156e-01,5.351214507384191056e-03
2.776652519125438201e-01,2.800458426396939537e-01,2.703335620680733659e-03
2.788887354734675417e-01,2.804804700915352611e-01,1.403424292172015002e-04
2.904492844302783983e-01,2.904756650937878604e-01,3.369865926732131672e-03
2.957497619879562167e-01,2.961179795055359221e-01,7.872842793300547119e-04
3.066406605598349100e-01,3.071121659072824639e-01,4.696674886565958308e-03
3.322359595498389218e-01,3.326205903913178052e-01,1.942414111862942249e-03
3.508202343283140512e-01,3.525737780963286161e-01,1.773581294381109969e-03
3.521431511041497320e-01,3.526873288522956451e-01,5.677184113587554641e-05
3.629746106474363576e-01,3.634443164946171145e-01,2.143736581892255987e-03
3.724436530058368722e-01,3.736811707150556328e-01,2.438180817179301518e-03
3.914922466196987805e-01,4.021466051017191790e-01,3.836165023329355371e-04
3.941994751526322616e-01,4.036362283592444533e-01,2.387383901177362201e-03
3.953813983061307824e-01,4.071494847051189692e-01,5.305795591351320645e-03
4.088980092381265807e-01,4.166349533544264072e-01,7.829996584376839762e-04
4.118127954273143598e-01,4.181079035518763254e-01,1.756724552429722607e-04
4.210934405238716538e-01,4.239864675487473034e-01,3.013932375804275702e-03
4.301139544742507703e-01,4.308514673485833724e-01,3.340091704784173190e-04
4.774362707329864453e-01,4.778606263709718194e-01,6.081769049982169335e-03
4.961077957704225772e-01,4.961424962749165779e-01,1.117937926113254498e-03
4.989733149037658966e-01,4.989991889853410689e-01,5.332712598824587875e-03
5.013262051737297220e-01,5.025631976349532737e-01,1.640435781632506966e-03
5.136874748165189963e-01,5.148990943989603108e-01,5.843354612798864209e-04
5.256365744810407303e-01,5.262093172801117769e-01,1.279006103794165820e-03
5.268690542118177333e-01,5.301124761242911321e-01,7.658289962546110073e-03
5.324740204986470049e-01,5.338678351449452908e-01,2.631749053375078405e-04
5.459427172678522622e-01,5.498441786586181212e-01,8.829377277546629141e-03
5.514526793111473868e-01,5.566057989566056685e-01,1.980244350566615161e-03
6.005508828612163841e-01,6.007005814795137733e-01,3.722006767895043051e-03
6.082842305412099471e-01,6.131876472063381156e-01,3.784350507360130164e-03
6.189840647590512113e-01,6.218309173010814206e-01,4.133753736068461818e-03
6.341827729825331161e-01,6.349425676341410307e-01,2.382538347857404357e-03
6.365122351126963895e-01,6.372036173122672675e-01,9.006080661542353091e-04
6.387499957031715914e-01,6.394718507410039887e-01,2.290755849655102736e-04
7.057767869924349569e-01,7.067328782904268580e-01,2.609393174537115879e-03
7.142489994555637489e-01,7.143870489930661538e-01,5.253653629203308001e-03
7.383521412026714525e-01,7.390343926791481666e-01,1.993325962759955310e-03
7.401361240711945566e-01,7.411871478558365034e-01,9.413570538807363320e-04
7.440083891473995292e-01,7.453509673435987359e-01,4.613332805242726167e-03
7.447208160051682624e-01,7.459835378664235739e-01,2.244763129638641715e-04
7.467826868245412975e-01,7.470888184086983408e-01,1.617634805694939323e-03
7.509945384096627929e-01,7.538661946606942665e-01,1.439574396762187663e-03
7.561614453899692112e-01,7.582204613692500317e-01,4.274741892689030206e-04
7.792248393873193457e-01,7.841182078172987957e-01,1.304067483909466380e-04
8.050387397763684172e-01,8.055885411954009090e-01,2.531511728816820440e-03
8.192404532949274509e-01,8.224946824932044542e-01,7.198063384959264106e-04
8.404377058712196868e-01,8.412116637012766462e-01,2.475730271882072616e-03
8.429141255854172288e-01,8.446985178101067415e-01,4.462233291173922992e-03
8.541265608797296016e-01,8.590865290165260459e-01,4.730860272535547008e-03
8.547715654502707761e-01,8.593052865325818690e-01,7.150447997412706506e-05
8.709812932721811007e-01,8.713308151456486961e-01,1.711913517271588809e-04
8.710375207109221085e-01,8.719316116265254379e-01,2.661583782876984945e-03
8.905012823151707835e-01,8.930480804086137203e-01,5.636411382731427305e-03
8.925953135821173001e-01,8.978910086052773742e-01,4.384785208105132503e-03
9.023557326716801219e-01,9.052042067646763890e-01,2.930959561257387262e-03
9.185721626934418849e-01,9.227675488295451478e-01,1.283610318628764348e-03
9.201427064081569851e-01,9.228710895648836177e-01,3.129429439858770912e-03
9.580248223768319527e-01,9.607767036238257230e-01,1.230958342387789657e-03
9.601975547437461289e-01,9.650846970991683316e-01,1.434146223362020795e-03
9.617679770040393761e-01,9.660032238680127392e-01,7.218914015927471251e-04
9.712046122540637372e-01,9.728642215145879568e-01,1.136164652835172694e-03
9.959103347007591811e-01,1.000444137448903037e+00,5.249482996174248536e-04
1.003138680694364293e+00,1.006127185861094508e+00,1.756761380096977026e-03
1.010860319476628355e+00,1.012143691688814906e+00,4.620991463892425849e-03
1.022613019471585893e+00,1.025965279789696982e+00,3.020957725202477826e-03
1.031329800221898241e+00,1.033546911331342688e+00,4.822180088094835809e-03
1.049834980204662260e+00,1.049881607298667197e+00,1.146947663586578639e-03
1.052656276969236027e+00,1.067567507842595242e+00,1.626232904055066597e-02
1.084318606074493818e+00,1.088927972610985062e+00,8.093724772334665030e-03
1.092153611174607297e+00,1.094746812189377527e+00,6.984494428454562573e-03
1.128789562803013125e+00,1.130741634598316558e+00,3.220144099610335476e-03
1.158069026519360056e+00,1.162821466811462923e+00,1.136175799868966970e-03
1.159638296421351189e+00,1.163210152718297641e+00,1.070746237722152751e-03
1.189069471730743066e+00,1.189221831908955362e+00,4.505408620142425068e-03
1.252696454671089255e+00,1.253097410870327000e+00,1.854922865424214447e-03
1.270265540847553609e+00,1.271010438105769191e+00,6.569450273332542913e-04
1.273017243179298985e+00,1.273740223299752561e+00,3.722161108067968509e-03
1.273729297453316756e+00,1.277963766590918038e+00,2.703150537420513991e-03
1.294292021324089603e+00,1.297101810371653619e+00,6.302600664276600956e-03
1.296722274831495714e+00,1.299224358872093310e+00,6.381074121358441126e-03
1.301430124436718128e+00,1.303225117705139269e+00,6.428258564470517265e-03
1.325877505396882095e+00,1.327252199495203344e+00,5.334956484492549451e-04
1.337749672622416952e+00,1.338128857281510431e+00,2.255103949565601552e-03
1.340852067138343928e+00,1.344601732185291887e+00,1.665179293284591196e-03
1.384968547769175329e+00,1.386981601098330685e+00,5.603072067624456989e-03
1.405321797609169643e+00,1.406132954785696887e+00,2.398625493092911704e-03
1.409887718288263647e+00,1.413057900715014803e+00,1.146126618517233765e-04
1.410524561907715801e+00,1.416677914637139546e+00,1.005714733152802140e-03
1.432444297194282790e+00,1.432918608337423239e+00,7.721413442862783659e-04
1.433984443003509801e+00,1.434704628622269107e+00,1.939363772318698515e-03
1.470634093837220879e+00,1.470805768687224679e+00,7.591412044136172871e-04
1.471503384062190056e+00,1.472446643882309392e+00,1.831439509868476243e-03
1.507051143277225114e+00,1.507315349956409367e+00,7.276102731081385971e-03
1.507999918774275416e+00,1.510843494019193045e+00,2.815769345493731798e-03
1.520471544760347182e+00,1.522810100288596757e+00,3.281452035484413825e-03
1.521368868005147368e+00,1.525574626944860457e+00,1.008118959289735226e-03
1.533174053033418138e+00,1.534576778293326171e+00,1.567122586734451609e-03
1.533890917311121038e+00,1.538293324641519799e+00,5.198888247571535788e-03
1.565047975596638885e+00,1.565682274468608304e+00,6.397868839334101268e-04
1.572246005731077201e+00,1.573148766736620185e+00,6.267460729279058021e-03
1.578668073360410373e+00,1.580593912133874346e+00,4.681923185693173889e-04
1.581147527414063170e+00,1.582064145702614777e+00,1.039935281222425546e-02
1.583987850352513993e+00,1.584264329004300809e+00,2.256903619225117570e-03
1.611805030463824062e+00,1.614524266532913810e+00,7.444301296626599541e-03
1.615877040086675542e+00,1.618920192425723714e+00,1.456334643119076811e-04
1.619042784922638534e+00,1.620069290557886621e+00,2.676205546274965444e-03
1.622061625291335574e+00,1.622350466420507953e+00,1.458127379271026945e-03
1.628175734254891704e+00,1.628336795741488263e+00,2.504499016234567818e-03
1.633362362942032187e+00,1.634822440838826996e+00,4.271258437843604037e-04
1.643489719496795454e+00,1.644949971542049694e+00,2.013684548701301803e-03
1.647442743020304023e+00,1.650290245725930971e+00,6.152766422688748203e-03
1.666909873392005137e+00,1.668776646573588485e+00,1.397433416839539456e-03
1.694106665946809143e+00,1.694775562898292787e+00,2.632164146598787893e-04
1.720961449807976829e+00,1.721455732382280779e+00,7.907323660902097328e-04
1.730396748583171718e+00,1.731554148423703143e+00,1.179864863973623416e-03
1.767380821798030244e+00,1.768744365440537258e+00,1.961370170160044461e-04
1.774963525650010476e+00,1.775321354431430576e+00,4.022970772054399857e-04
1.812294518239478069e+00,1.813451964099319191e+00,2.988844929495998448e-03
1.824221852910301145e+00,1.825486305614592020e+00,3.530426913001226841e-03
1.850970715178740233e+00,1.852207534201939065e+00,3.222663790068514261e-03
1.877271969975737420e+00,1.877516942839079883e+00,1.686920173780121759e-03
1.901578822919617995e+00,1.903581569730390166e+00,2.310407138724210069e-03
1.902557931426203996e+00,1.906413282069713055e+00,1.161510333598518531e-03
1.902608647735363867e+00,1.910082751798655387e+00,2.743874950197522974e-03
1.904886899114298648e+00,1.911317478233117262e+00,3.626669915198668485e-03
1.930778575475207370e+00,1.932070565534980133e+00,5.303407059052004172e-03
1.947475754994961061e+00,1.951501468168404196e+00,3.708132830448919968e-03
1.957056490500056034e+00,1.958209326636207059e+00,1.196143724090977922e-03
2.001973070900318952e+00,2.003662956845389864e+00,1.019267698405526470e-03
2.022785311261658503e+00,2.028846332344881098e+00,4.102186714012809668e-03
2.038706340509982784e+00,2.040352438339323005e+00,1.241423857959009355e-03
2.051437444082168327e+00,2.052924471538130735e+00,7.472181229197755875e-03
2.056888015553708815e+00,2.057655661849041806e+00,3.667892188890607436e-03
2.058447115585432030e+00,2.059394741898258996e+00,2.516458007719795894e-04
2.059667989166395152e+00,2.061510524278131307e+00,5.081032763930079651e-04
2.085393198355006028e+00,2.086053023056477329e+00,4.825687867202386669e-03
2.097968873678499602e+00,2.098361850760703806e+00,1.018376429498659167e-03
2.103537986821068628e+00,2.104174982038498953e+00,2.710285838384975804e-03
2.117539983943728998e+00,2.118160242772559876e+00,2.292016754341295827e-04
2.128552282099749338e+00,2.131333711384564733e+00,8.556898610873606755e-04
2.140722451520326253e+00,2.144721877739072191e+00,7.503789741067972904e-04
2.155719315828851457e+00,2.159663453111692277e+00,2.781845081304594805e-03
2.161780295769422988e+00,2.166351165593754846e+00,2.256308082282824706e-04
2.188277984870731885e+00,2.189428624639251364e+00,1.479266466719154557e-03
2.188388431504312948e+00,2.192142759897261151e+00,9.382663679717358641e-04
2.208052619203104250e+00,2.208684125187494907e+00,4.450744242117278884e-03
2.215408502630448861e+00,2.216375334873513125e+00,2.087482655328602461e-03
2.227243214323378684e+00,2.227459530104192176e+00,1.999338425027091023e-03
2.249300586060769103e+00,2.253618059848433663e+00,3.636906976152540823e-03
2.259607695609158640e+00,2.259822688946959257e+00,1.652970462043258171e-03
2.276269681099556852e+00,2.276893425961148409e+00,2.384988484398799225e-04
2.278681143536036124e+00,2.283117568926879226e+00,1.231072910475057482e-03
2.279363969555117553e+00,2.283469575572031118e+00,8.462520239095207676e-04
2.292406698363044448e+00,2.298169222445299642e+00,7.697452167286925225e-03
2.304469919347987616e+00,2.306952098171798138e+00,5.208151128389832026e-03
2.308160271989544654e+00,2.308983414953801550e+00,1.544874879186889207e-03
2.323891938827822301e+00,2.327499223801305028e+00,2.412435348323572343e-03
2.327284010230846967e+00,2.329997683774839068e+00,5.362343487504733081e-03
